68.3708333333,B2  (0,15)
68.3989583333,Db3  (0,15)
68.6447916667,E3  (0,15)
68.9125,Db1  (0,14)
69.815625,G2  (0,15)
69.8197916667,D3  (0,15)
69.8239583333,Gb3  (0,15)
69.8270833333,B2  (0,15)
70.06875,Db4  (0,20)
74.33125,Ab3  (0,15)
74.334375,Gb2  (0,15)
74.3447916667,A2  (0,15)
74.3541666667,Db3  (0,15)
74.45625,B0  (0,14)
74.5791666667,E3  (0,15)
75.1364583333,Db1  (0,14)
75.60625,G2  (0,15)
75.6177083333,D3  (0,15)
75.6177083333,Gb3  (0,15)
75.63125,B2  (0,15)
80.6760416667,Db3  (0,20)
83.75625,Db4  (0,20)
85.3947916667,Ab2  (0,16)
85.4020833333,Gb3  (0,22)
85.4072916667,B2  (0,16)
86.1072916667,Gb2  (0,16)
86.1145833333,Db3  (0,16)
86.1270833333,A2  (0,16)
86.7875,D2  (0,16)
86.7958333333,B2  (0,16)
87.503125,Ab2  (0,16)
87.515625,E2  (0,16)
89.5322916667,B2  (0,16)
90.228125,D2  (0,16)
90.24375,Gb2  (0,16)
90.2552083333,E3  (0,16)
90.259375,A2  (0,16)
90.2666666667,Db3  (0,16)
91.7666666667,Eb3  (0,16)
91.7697916667,Gb2  (0,16)
91.771875,Gb3  (0,16)
91.7729166667,Db2  (0,16)
91.78125,B2  (0,16)
96.0739583333,Gb3  (0,22)
102.515625,F2  (0,38)
103.840625,Db3  (0,23)
103.8875,Db2  (0,24)
105.509375,Ab3  (0,22)
105.5510416667,Gb2  (0,26)
106.5666666667,Db2  (0,26)
106.8854166667,E3  (0,22)
106.9833333333,D3  (0,23)
107.3166666667,Gb1  (0,25)
107.421875,B1  (0,24)
108.26875,Db1  (0,25)
108.8166666667,Gb3  (0,22)
110.4604166667,Db4  (0,21)
113.2770833333,F2  (0,38)
113.7333333333,Eb2  (0,24)
113.8583333333,Eb3  (0,23)
115.2958333333,B3  (0,22)
115.4333333333,B1  (0,26)
116.6416666667,E2  (0,26)
117.0520833333,Gb3  (0,22)
117.1833333333,B0  (0,25)
117.2395833333,Db3  (0,20)
117.2979166667,E3  (0,23)
117.5072916667,Db2  (0,24)
118.3489583333,E1  (0,25)
118.7166666667,B3  (0,21)
118.721875,Gb2  (0,26)
119.0791666667,Ab3  (0,22)
119.7052083333,D2  (0,26)
120.4166666667,Gb1  (0,25)
120.5333333333,A3  (0,21)
121.4114583333,D1  (0,25)
122.1375,Ab3  (0,21)
122.3260416667,Db2  (0,26)
123.4416666667,Eb2  (0,26)
124.1666666667,Db1  (0,25)
125.3427083333,Eb1  (0,25)
126.2375,A3  (0,21)
127.4760416667,B3  (0,21)
128.7864583333,Db4  (0,21)
130.475,Db4  (0,20)
134.159375,Db3  (0,16)
136.5395833333,A3  (0,28)
136.60625,Db2  (0,29)
136.7729166667,B3  (0,28)
137.0479166667,Db4  (0,28)
137.1458333333,E1  (0,29)
137.2479166667,B2  (0,16)
137.575,Gb3  (0,28)
137.6729166667,Gb1  (0,29)
138.0927083333,E3  (0,28)
138.1614583333,Db2  (0,29)
138.3010416667,A2  (0,16)
138.371875,Ab3  (0,21)
138.60625,Gb3  (0,28)
139.0895833333,Db4  (0,28)
139.2958333333,Ab2  (0,16)
139.55,A3  (0,28)
139.6010416667,Db2  (0,29)
139.8041666667,B3  (0,28)
139.8979166667,E3  (0,21)
139.9052083333,F2  (0,38)
140.0635416667,Db4  (0,28)
140.1010416667,E1  (0,29)
140.5416666667,Gb3  (0,28)
140.6072916667,Gb1  (0,29)
140.9416666667,Db2  (0,20)
141.0395833333,E3  (0,28)
141.0739583333,Gb3  (0,21)
141.115625,Db2  (0,29)
141.51875,A2  (0,16)
141.5208333333,Gb3  (0,28)
142.03125,Db4  (0,28)
142.51875,A3  (0,28)
142.5875,B2  (0,16)
142.6135416667,Db2  (0,29)
142.7635416667,B3  (0,28)
143.01875,Db4  (0,28)
143.0739583333,Gb2  (0,27)
143.1135416667,E1  (0,29)
143.5458333333,Gb3  (0,28)
143.565625,Db3  (0,27)
143.6104166667,Gb1  (0,29)
143.7177083333,Db3  (0,16)
144.0520833333,E3  (0,28)
144.103125,A2  (0,27)
144.1135416667,Db2  (0,29)
144.3479166667,B2  (0,27)
144.5197916667,Gb3  (0,28)
144.6291666667,Db3  (0,27)
145.040625,Db4  (0,28)
145.1708333333,B2  (0,38)
145.5958333333,A3  (0,28)
145.6395833333,Db2  (0,29)
145.8239583333,B3  (0,28)
146.090625,Db4  (0,28)
146.1270833333,Gb2  (0,27)
146.18125,E1  (0,29)
146.6114583333,Db3  (0,27)
146.6135416667,Gb3  (0,28)
146.6927083333,Gb1  (0,29)
147.134375,A2  (0,27)
147.1427083333,E3  (0,28)
147.19375,Db2  (0,29)
147.365625,B2  (0,27)
147.615625,Db3  (0,27)
147.6197916667,B4  (0,21)
147.659375,Gb3  (0,28)
148.1416666667,Db4  (0,28)
148.6447916667,A3  (0,28)
148.7583333333,Db2  (0,29)
148.8822916667,B3  (0,28)
149.1177083333,Gb2  (0,27)
149.1375,Db4  (0,28)
149.315625,E1  (0,29)
149.34375,Gb4  (0,21)
149.6083333333,Db3  (0,27)
149.7604166667,Gb3  (0,28)
149.853125,Gb1  (0,29)
149.8677083333,F2  (0,38)
150.0979166667,A2  (0,27)
150.3125,E3  (0,28)
150.359375,B2  (0,27)
150.3645833333,Db2  (0,29)
150.4229166667,Ab4  (0,21)
150.640625,Db3  (0,27)
150.8416666667,Gb3  (0,28)
151.2614583333,Db4  (0,28)
151.7239583333,A3  (0,28)
151.828125,Db2  (0,29)
151.9604166667,B3  (0,28)
152.21875,Gb2  (0,27)
152.225,Db4  (0,28)
152.3625,E1  (0,29)
152.7239583333,Db3  (0,27)
152.75625,Gb3  (0,28)
152.8729166667,Gb1  (0,29)
153.1927083333,A2  (0,27)
153.303125,E3  (0,28)
153.4208333333,Db2  (0,29)
153.43125,B2  (0,27)
153.6083333333,Db2  (0,17)
153.696875,Db3  (0,27)
153.8322916667,Gb3  (0,28)
154.3604166667,Db4  (0,28)
154.9260416667,A3  (0,28)
155.0479166667,Db2  (0,29)
155.146875,B3  (0,28)
155.2947916667,Gb2  (0,27)
155.40625,Db4  (0,28)
155.55625,E1  (0,29)
155.7875,Db3  (0,27)
155.8666666667,A4  (0,21)
155.9895833333,Gb3  (0,28)
156.053125,Gb1  (0,29)
156.303125,A2  (0,27)
156.4708333333,E3  (0,28)
156.5489583333,B2  (0,27)
156.5604166667,Db2  (0,29)
156.6979166667,B1  (0,17)
156.8166666667,Db3  (0,27)
156.8322916667,B4  (0,21)
156.99375,Gb3  (0,28)
157.4979166667,Db4  (0,28)
157.5145833333,E5  (0,21)
157.75,A1  (0,17)
157.840625,Ab3  (0,22)
158.0322916667,A3  (0,28)
158.1489583333,Eb5  (0,21)
158.1802083333,Db2  (0,29)
158.2604166667,B3  (0,28)
158.3322916667,Gb2  (0,27)
158.5229166667,Db4  (0,28)
158.634375,Bb4  (0,21)
158.6895833333,E1  (0,29)
158.7447916667,Ab1  (0,17)
158.821875,Db3  (0,27)
159.090625,Gb3  (0,28)
159.2020833333,Gb1  (0,29)
159.325,A2  (0,27)
159.5614583333,B2  (0,27)
159.5802083333,E3  (0,28)
159.6989583333,Db2  (0,29)
159.8416666667,Db3  (0,27)
160.0927083333,Gb3  (0,28)
160.48125,E3  (0,22)
160.6166666667,Db4  (0,28)
160.7072916667,B2  (0,23)
160.9677083333,A1  (0,17)
161.115625,A3  (0,28)
161.1875,Db2  (0,29)
161.3520833333,B3  (0,28)
161.503125,Gb2  (0,27)
161.6083333333,Db4  (0,28)
161.7166666667,E1  (0,29)
162,Gb3  (0,22)
162.0239583333,Db3  (0,27)
162.0364583333,B1  (0,17)
162.1197916667,Gb3  (0,28)
162.14375,E0  (0,16)
162.2145833333,Gb1  (0,29)
162.5385416667,A2  (0,27)
162.6489583333,E3  (0,28)
162.6822916667,Gb0  (0,16)
162.7239583333,Db2  (0,29)
162.75,Gb2  (0,23)
162.7697916667,B2  (0,27)
163.034375,Db3  (0,27)
163.14375,Gb3  (0,28)
163.1666666667,Db2  (0,17)
163.1822916667,Db1  (0,16)
163.6625,A0  (0,16)
163.675,Db4  (0,28)
163.890625,B0  (0,16)
164.13125,Ab2  (0,23)
164.1645833333,Db1  (0,16)
164.184375,A3  (0,28)
164.2854166667,Db2  (0,29)
164.4322916667,B3  (0,28)
164.59375,Gb2  (0,27)
164.696875,Db4  (0,28)
164.8447916667,E1  (0,29)
165.1291666667,Db3  (0,27)
165.26875,Gb3  (0,28)
165.3510416667,Gb1  (0,29)
165.3520833333,D2  (0,22)
165.4875,D3  (0,26)
165.6270833333,A2  (0,27)
165.759375,E3  (0,28)
165.8322916667,Db2  (0,29)
165.8635416667,B2  (0,27)
166.1520833333,Db3  (0,27)
166.2645833333,Gb3  (0,28)
166.453125,Bb4  (0,21)
166.465625,E0  (0,17)
166.4885416667,Db3  (0,26)
166.9833333333,Gb0  (0,17)
167.0666666667,B1  (0,22)
167.3979166667,C5  (0,21)
167.4989583333,Db1  (0,17)
167.5927083333,F2  (0,38)
167.71875,Gb2  (0,27)
168.0322916667,A0  (0,17)
168.171875,C3  (0,25)
168.2208333333,Db3  (0,27)
168.3197916667,B0  (0,17)
168.3239583333,C2  (0,22)
168.3291666667,F5  (0,21)
168.5479166667,Db1  (0,17)
168.6416666667,Ab2  (0,26)
168.7197916667,A2  (0,27)
168.9520833333,B2  (0,27)
169.065625,Gb0  (0,17)
169.1145833333,B2  (0,25)
169.2322916667,Db3  (0,27)
169.2708333333,E5  (0,21)
169.571875,E0  (0,17)
170.0770833333,Gb0  (0,17)
170.1541666667,A2  (0,25)
170.2208333333,B4  (0,21)
170.5958333333,Db1  (0,17)
170.7729166667,Gb2  (0,27)
171.09375,A0  (0,17)
171.240625,Ab1  (0,24)
171.2833333333,Db3  (0,27)
171.290625,E2  (0,25)
171.35625,B0  (0,17)
171.5802083333,Db1  (0,17)
171.784375,A2  (0,27)
172.0291666667,B2  (0,27)
172.0770833333,Gb0  (0,17)
172.2177083333,Db2  (0,24)
172.3125,Db3  (0,27)
172.5708333333,E0  (0,17)
173.1010416667,Gb0  (0,17)
173.3197916667,E2  (0,24)
173.621875,Db1  (0,17)
174.128125,A0  (0,17)
174.375,F2  (0,24)
174.396875,B0  (0,17)
174.640625,Db1  (0,17)
175.1208333333,Gb0  (0,17)
175.490625,Eb3  (0,26)
175.6052083333,E0  (0,17)
176.125,Gb0  (0,17)
176.490625,D3  (0,26)
176.640625,Db1  (0,17)
177.121875,A0  (0,17)
177.2,Ab4  (0,21)
177.396875,B0  (0,17)
177.6416666667,Db1  (0,17)
178.1458333333,Gb0  (0,17)
178.1583333333,Gb4  (0,21)
178.1739583333,Db3  (0,25)
178.64375,A2  (0,26)
178.64375,E0  (0,17)
179.0864583333,G3  (0,23)
179.1166666667,C3  (0,25)
179.1395833333,Gb0  (0,17)
179.325,Db4  (0,21)
179.6583333333,Db1  (0,17)
180.0822916667,F3  (0,23)
180.13125,A0  (0,17)
180.15625,Bb2  (0,25)
180.3791666667,B0  (0,17)
180.45,D4  (0,21)
180.64375,Db1  (0,17)
181.140625,Gb0  (0,17)
181.2427083333,A1  (0,24)
181.2458333333,Db3  (0,23)
181.2927083333,F2  (0,25)
181.6416666667,E0  (0,17)
182.1635416667,Gb0  (0,17)
182.2197916667,D2  (0,24)
182.33125,C3  (0,23)
182.6583333333,Bb3  (0,26)
183.321875,F2  (0,24)
183.6145833333,A3  (0,26)
184.3770833333,Gb2  (0,24)
184.721875,Gb3  (0,26)
185.4583333333,Db3  (0,25)
186.35625,F2  (0,38)
187.3885416667,A2  (0,25)
188.4229166667,C3  (0,25)
188.5625,Gb2  (0,24)
189.0885416667,Ab3  (0,23)
189.45,A2  (0,24)
190.084375,Gb3  (0,23)
190.428125,Eb2  (0,24)
191.2479166667,D3  (0,23)
191.515625,D2  (0,24)
192.334375,Db3  (0,23)
196.3270833333,Eb3  (0,23)
197.275,Db3  (0,23)
198.2947916667,A2  (0,23)
199.275,Ab2  (0,23)
204.875,Ab2  (0,32)
204.8833333333,C3  (0,34)
205.184375,Bb2  (0,32)
205.1927083333,D3  (0,34)
205.5489583333,Db3  (0,32)
205.5572916667,F3  (0,34)
205.9072916667,Eb3  (0,32)
205.915625,G3  (0,34)
206.2729166667,Gb3  (0,32)
206.28125,Bb3  (0,34)
206.6,Ab3  (0,32)
206.6083333333,C4  (0,34)
206.9958333333,Bb3  (0,32)
207.0041666667,D4  (0,34)
207.3354166667,C4  (0,32)
207.34375,E4  (0,34)
207.709375,Gb4  (0,34)
207.709375,D4  (0,32)
208.01875,Gb4  (0,32)
208.01875,Bb4  (0,34)
208.234375,B0  (0,31)
208.384375,Bb4  (0,32)
208.384375,D5  (0,34)
208.703125,C1  (0,31)
208.7416666667,G4  (0,32)
208.7416666667,B4  (0,34)
209.1072916667,E4  (0,32)
209.1072916667,Ab4  (0,34)
209.1177083333,B0  (0,31)
209.434375,Ab4  (0,32)
209.434375,C5  (0,34)
209.7208333333,A0  (0,31)
209.8302083333,E4  (0,32)
209.8302083333,Ab4  (0,34)
209.8708333333,C5  (0,39)
209.8854166667,C4  (0,40)
210.1583333333,Ab0  (0,31)
210.1697916667,C4  (0,32)
210.1697916667,E4  (0,34)
210.5447916667,Ab3  (0,32)
210.5447916667,C4  (0,34)
210.640625,G0  (0,31)
210.9197916667,E3  (0,32)
210.9197916667,Ab3  (0,34)
211.2947916667,C3  (0,32)
211.2947916667,E3  (0,34)
211.3,Gb0  (0,31)
211.6697916667,Ab2  (0,32)
211.6697916667,C3  (0,34)
211.7447916667,B1  (0,30)
212.0447916667,E2  (0,32)
212.1479166667,C2  (0,30)
212.4197916667,C2  (0,32)
212.565625,B1  (0,30)
213.0708333333,Ab1  (0,30)
214.3177083333,G1  (0,30)
214.9302083333,Gb1  (0,30)
215.9916666667,B2  (0,32)
216.065625,Gb3  (0,34)
216.59375,D3  (0,34)
217.60625,A2  (0,32)
217.6510416667,E3  (0,34)
217.6583333333,C3  (0,34)
220.6989583333,B4  (0,39)
220.7125,B3  (0,40)
221.8927083333,Bb4  (0,39)
221.9072916667,Bb3  (0,40)
221.9864583333,E3  (0,33)
222.3270833333,B0  (0,35)
222.3614583333,Ab2  (0,33)
222.7364583333,E2  (0,33)
222.9260416667,G4  (0,39)
222.940625,G3  (0,40)
223.0583333333,B-1  (0,36)
223.1114583333,C2  (0,33)
223.4864583333,Ab1  (0,33)
223.8614583333,A1  (0,33)
224.0208333333,B2  (0,32)
224.0614583333,Bb4  (0,39)
224.06875,Gb3  (0,34)
224.075,Bb3  (0,40)
224.3416666667,B1  (0,33)
224.6114583333,D3  (0,34)
225.5552083333,A2  (0,32)
225.625,E3  (0,34)
225.6302083333,C3  (0,34)
230.0145833333,A0  (0,35)
230.240625,G4  (0,39)
230.2552083333,G3  (0,40)
230.5166666667,B0  (0,35)
230.9864583333,B4  (0,39)
231,B3  (0,40)
231.5625,C5  (0,39)
231.5760416667,C4  (0,40)
232.0052083333,Gb3  (0,34)
232.0229166667,B2  (0,32)
232.1239583333,A1  (0,33)
232.2333333333,B4  (0,39)
232.246875,B3  (0,40)
232.5916666667,D3  (0,34)
232.6375,B1  (0,33)
232.7322916667,B0  (0,35)
232.971875,Ab4  (0,39)
232.9854166667,Ab3  (0,40)
233.5625,A2  (0,32)
233.63125,C3  (0,34)
233.63125,E3  (0,34)
234.9854166667,D5  (0,39)
234.9989583333,D4  (0,40)
235.853125,Db5  (0,39)
235.8666666667,Db4  (0,40)
239.0270833333,B0  (0,37)
239.9916666667,B2  (0,32)
240.0302083333,Gb3  (0,34)
240.10625,A1  (0,33)
240.615625,D3  (0,34)
240.6552083333,B1  (0,33)
241.59375,A2  (0,32)
241.6791666667,C3  (0,34)
241.6854166667,E3  (0,34)
242.0479166667,Db5  (0,39)
242.0614583333,Db4  (0,40)
243.1572916667,G5  (0,39)
243.171875,G4  (0,40)
243.996875,F5  (0,39)
244.0114583333,F4  (0,40)
244.9375,E5  (0,39)
244.9510416667,E4  (0,40)
245.8177083333,Db5  (0,39)
245.83125,Db4  (0,40)
246.8104166667,Ab5  (0,39)
246.8239583333,Ab4  (0,40)
246.9291666667,B1  (0,37)
248.025,Gb3  (0,34)
248.04375,B2  (0,32)
248.0677083333,A1  (0,33)
248.6125,D3  (0,34)
248.6197916667,B1  (0,33)
248.8208333333,E5  (0,39)
248.8354166667,E4  (0,40)
249.471875,Bb5  (0,39)
249.4854166667,Bb4  (0,40)
249.5822916667,A2  (0,32)
249.6520833333,C3  (0,34)
249.6520833333,E3  (0,34)
250.903125,Ab5  (0,39)
250.9166666667,Ab4  (0,40)
252.690625,B5  (0,39)
252.7052083333,B4  (0,40)
253.5666666667,Gb1  (0,35)
256.0125,B2  (0,32)
256.0510416667,Gb3  (0,34)
256.1270833333,A1  (0,33)
256.6364583333,D3  (0,34)
256.6760416667,B1  (0,33)
257.6135416667,A2  (0,32)
257.6989583333,C3  (0,34)
257.7052083333,E3  (0,34)
257.8895833333,F5  (0,39)
257.9041666667,F4  (0,40)
258.7333333333,E5  (0,39)
258.746875,E4  (0,40)
259.4885416667,Eb5  (0,39)
259.503125,Eb4  (0,40)
260.1166666667,Gb5  (0,39)
260.13125,Gb4  (0,40)
261.7260416667,Eb3  (0,34)
262.415625,G1  (0,24)
262.575,F5  (0,39)
262.7,F4  (0,40)
263.3791666667,D3  (0,34)
263.74375,Bb1  (0,24)
264.0875,A1  (0,33)
264.640625,B1  (0,33)
264.8083333333,Db3  (0,34)
265.646875,Gb1  (0,24)
266.1197916667,C3  (0,34)
267.4354166667,Db3  (0,34)
268.66875,D3  (0,34)
269.9583333333,Eb3  (0,34)
271.3114583333,D3  (0,34)
272.6604166667,Db3  (0,34)
272.8145833333,B1  (0,33)
274.4666666667,Bb1  (0,33)
275.8958333333,A1  (0,33)
277.2072916667,Ab1  (0,33)
278.5229166667,A1  (0,33)
279.75625,Bb1  (0,33)
281.046875,B1  (0,33)
282.3989583333,Bb1  (0,33)
283.7479166667,A1  (0,33)
285.1354166667,G2  (0,40)
287.85625,Bb2  (0,40)
288.7270833333,D3  (0,40)
289.528125,B2  (0,40)
290.3645833333,Ab2  (0,40)
291.446875,C3  (0,40)
298.675,A2  (0,40)
299.3520833333,C3  (0,40)
299.965625,E3  (0,40)
300.66875,Db3  (0,40)
303.8166666667,C3  (0,40)
305.021875,E3  (0,40)
306.5104166667,Db3  (0,40)
307.74375,C3  (0,40)
308.5989583333,B2  (0,40)
309.5145833333,Bb2  (0,40)
311.0260416667,G2  (0,40)
312.6114583333,Bb2  (0,40)
314.7989583333,Gb2  (0,40)
